Title,Year,Genres,Rating,NumVotes
Akira,1988,"Action,Animation,Sci-Fi",8.0,166127
Alien Nation,1988,"Action,Sci-Fi",6.3,14363
Another Woman,1988,Drama,7.3,13006
Beaches,1988,"Comedy,Drama,Music",7.0,23504
Beetlejuice,1988,"Comedy,Fantasy",7.5,265112
Big,1988,"Comedy,Drama,Fantasy",7.3,200453
Big Business,1988,Comedy,6.5,12409
Biloxi Blues,1988,"Comedy,Drama",6.6,14349
Bird,1988,"Biography,Drama,Music",7.2,11534
The Blob,1988,"Horror,Sci-Fi,Thriller",6.5,32535
Bull Durham,1988,"Comedy,Romance,Sport",7.1,47889
Caddyshack II,1988,"Comedy,Sport",3.8,14678
Child's Play,1988,"Fantasy,Horror,Thriller",6.6,88148
Cocktail,1988,"Comedy,Drama,Romance",5.9,79445
Cocoon: The Return,1988,"Adventure,Comedy,Mystery",5.5,15365
Colors,1988,"Action,Crime,Drama",6.8,24279
Coming to America,1988,"Comedy,Romance",7.1,179532
Critters 2,1988,"Comedy,Horror,Sci-Fi",5.5,13947
Dangerous Liaisons,1988,"Drama,Romance",7.6,64895
The Dead Pool,1988,"Action,Crime,Mystery",6.3,40886
Dead Ringers,1988,"Drama,Horror,Thriller",7.3,41884
Die Hard,1988,"Action,Thriller",8.2,796953
Dirty Rotten Scoundrels,1988,"Comedy,Crime",7.4,65079
Eight Men Out,1988,"Drama,History,Sport",7.2,18707
Elvira: Mistress of the Dark,1988,"Comedy,Horror",6.6,13892
Ernest Saves Christmas,1988,"Comedy,Family,Fantasy",5.7,10142
A Fish Called Wanda,1988,"Comedy,Crime",7.5,132190
Frantic,1988,"Crime,Drama,Mystery",6.9,49534
Friday the 13th Part VII: The New Blood,1988,"Horror,Thriller",5.3,33018
Funny Farm,1988,Comedy,6.3,19790
Gorillas in the Mist,1988,"Biography,Drama",7.0,24109
The Big Blue,1988,"Adventure,Drama,Sport",7.6,48476
The Great Outdoors,1988,Comedy,6.7,40271
Hairspray,1988,"Comedy,Drama,Family",6.9,19875
Halloween 4: The Return of Michael Myers,1988,"Horror,Thriller",5.9,44265
Hellbound: Hellraiser II,1988,"Horror,Thriller",6.5,42575
Grave of the Fireflies,1988,"Animation,Drama,War",8.5,237747
I'm Gonna Git You Sucka,1988,"Action,Comedy,Crime",6.6,12383
Police Story 2,1988,"Action,Comedy,Crime",7.1,17664
Killer Klowns from Outer Space,1988,"Comedy,Horror,Sci-Fi",6.2,33620
A Short Film About Love,1988,"Drama,Romance",8.2,20022
A Short Film About Killing,1988,"Crime,Drama",8.1,17637
The Lair of the White Worm,1988,"Comedy,Horror",5.9,10133
The Land Before Time,1988,"Adventure,Animation,Drama",7.4,80309
The Last Temptation of Christ,1988,Drama,7.5,52628
License to Drive,1988,Comedy,6.4,18487
Mac and Me,1988,"Adventure,Family,Fantasy",3.4,11568
Maniac Cop,1988,"Action,Crime,Horror",6.0,14391
Married to the Mob,1988,"Comedy,Crime,Romance",6.2,16097
Midnight Run,1988,"Action,Comedy,Crime",7.5,76347
Mississippi Burning,1988,"Crime,Drama,History",7.8,88939
Monkey Shines: An Experiment In Fear,1988,"Drama,Horror,Sci-Fi",6.2,10731
Moonwalker,1988,"Action,Crime,Fantasy",6.1,15987
Women on the Verge of a Nervous Breakdown,1988,"Comedy,Drama",7.6,36292
My Stepmother Is an Alien,1988,"Comedy,Sci-Fi",5.4,24988
Mystic Pizza,1988,"Comedy,Drama,Romance",6.3,25823
The Naked Gun: From the Files of Police Squad!,1988,"Comedy,Crime",7.6,153898
Alice,1988,"Adventure,Animation,Fantasy",7.5,11667
A Nightmare on Elm Street 4: The Dream Master,1988,Horror,5.7,50425
Cinema Paradiso,1988,"Drama,Romance",8.5,232661
Oliver & Company,1988,"Adventure,Animation,Comedy",6.7,44208
The Bear,1988,"Adventure,Drama,Family",7.7,16694
Bagdad Cafe,1987,"Comedy,Drama",7.4,12554
Phantasm II,1988,"Action,Fantasy,Horror",6.5,13426
Police Academy 5: Assignment: Miami Beach,1988,"Comedy,Crime",4.7,32777
Poltergeist III,1988,"Horror,Thriller",4.7,17087
The Presidio,1988,"Action,Crime,Mystery",6.0,16764
Pumpkinhead,1988,"Fantasy,Horror",6.2,20644
From Doom Till Doom,1988,"Drama,Musical,Romance",7.5,10363
Rain Man,1988,Drama,8.0,475308
Rambo III,1988,"Action,Adventure",5.8,122443
Red Heat,1988,"Action,Comedy,Crime",6.1,64886
Return of the Living Dead II,1988,"Comedy,Horror,Sci-Fi",5.8,18323
Running on Empty,1988,"Crime,Drama,Music",7.7,14269
Scrooged,1988,"Comedy,Drama,Fantasy",7.0,89183
The Serpent and the Rainbow,1988,"Fantasy,Horror",6.5,22150
The Seventh Sign,1988,"Drama,Fantasy,Horror",5.9,13575
She's Having a Baby,1988,"Comedy,Drama,Romance",5.9,11432
Shoot to Kill,1988,"Action,Adventure,Crime",6.8,11746
Short Circuit 2,1988,"Comedy,Drama,Family",5.8,23877
Sleepaway Camp II: Unhappy Campers,1988,"Comedy,Horror",5.7,10522
The Vanishing,1988,"Mystery,Thriller",7.7,34180
Talk Radio,1988,Drama,7.3,12676
Tequila Sunrise,1988,"Crime,Drama,Romance",6.1,28970
Tetsuo: The Iron Man,1989,"Fantasy,Horror,Sci-Fi",7.0,19801
They Live,1988,"Action,Horror,Sci-Fi",7.3,111077
The Thin Blue Line,1988,"Crime,Documentary",8.0,21656
My Neighbor Totoro,1988,"Animation,Family,Fantasy",8.2,294363
Tucker: The Man and His Dream,1988,"Biography,Comedy,Drama",6.9,16900
Twins,1988,"Comedy,Crime",6.1,114554
The Unbearable Lightness of Being,1988,"Drama,Romance",7.3,33984
Waxwork,1988,"Comedy,Horror",6.2,11195
Who Framed Roger Rabbit,1988,"Adventure,Animation,Comedy",7.7,182823
Willow,1988,"Action,Adventure,Drama",7.3,101564
Working Girl,1988,"Comedy,Drama,Romance",6.8,52146
Young Guns,1988,"Action,Western",6.9,55023
The 'Burbs,1989,"Comedy,Mystery,Thriller",6.9,69000
The Abyss,1989,"Adventure,Drama,Mystery",7.5,163318
The Adventures of Baron Munchausen,1988,"Adventure,Comedy,Fantasy",7.2,50904
All Dogs Go to Heaven,1989,"Animation,Comedy,Drama",6.8,36535
Always,1989,"Drama,Fantasy,Romance",6.4,28113
Going Overboard,1989,Comedy,1.8,12309
Back to the Future Part II,1989,"Adventure,Comedy,Sci-Fi",7.8,484343
Batman,1989,"Action,Adventure",7.5,339926
Best of the Best,1989,"Action,Drama,Sport",6.5,12311
Bill & Ted's Excellent Adventure,1989,"Adventure,Comedy,Music",7.0,119480
Black Rain,1989,"Action,Crime,Thriller",6.7,49843
Blind Fury,1989,"Action,Comedy,Crime",6.4,15137
Born on the Fourth of July,1989,"Biography,Drama,War",7.2,98841
Casualties of War,1989,"Action,Crime,Drama",7.1,41278
Chances Are,1989,"Comedy,Fantasy,Romance",6.5,10697
The Adventures of Milo and Otis,1986,"Adventure,Drama,Family",7.0,10765
"The Cook, the Thief, His Wife & Her Lover",1989,"Crime,Drama",7.6,35200
Crimes and Misdemeanors,1989,"Comedy,Drama",7.9,54936
Cyborg,1989,"Action,Sci-Fi,Thriller",5.1,29245
Dead Calm,1989,"Horror,Thriller",6.8,36829
Dead Poets Society,1989,"Comedy,Drama",8.1,429528
DeepStar Six,1989,"Action,Horror,Sci-Fi",5.4,10614
The Killer,1989,"Action,Crime,Drama",7.8,45793
Do the Right Thing,1989,"Comedy,Drama",8.0,90562
Time of the Gypsies,1988,"Comedy,Crime,Drama",8.2,27057
The Dream Team,1989,"Comedy,Crime,Thriller",6.6,12820
Driving Miss Daisy,1989,Drama,7.3,100022
Drugstore Cowboy,1989,"Crime,Drama",7.3,32895
Earth Girls Are Easy,1988,"Comedy,Musical,Romance",5.4,20457
Erik the Viking,1989,"Adventure,Comedy,Fantasy",6.3,12979
The Fabulous Baker Boys,1989,"Comedy,Drama,Music",6.9,21931
Family Business,1989,"Crime,Drama",5.8,12179
Field of Dreams,1989,"Drama,Family,Fantasy",7.5,108560
Fletch Lives,1989,"Comedy,Crime,Mystery",6.2,19848
The Fly II,1989,"Drama,Horror,Sci-Fi",5.1,21375
Friday the 13th Part VIII: Jason Takes Manhattan,1989,"Adventure,Horror,Thriller",4.6,34047
Fright Night Part 2,1988,"Comedy,Horror,Thriller",5.9,11583
Ghostbusters II,1989,"Action,Comedy,Fantasy",6.6,184072
Glory,1989,"Biography,Drama,History",7.8,123873
The Gods Must Be Crazy II,1989,Comedy,6.9,16025
Great Balls of Fire!,1989,"Biography,Drama,Music",6.3,15437
Halloween 5: The Revenge of Michael Myers,1989,"Horror,Thriller",5.1,35156
Harlem Nights,1989,"Comedy,Crime,Drama",6.1,20683
Heathers,1989,"Comedy,Crime",7.2,89269
Henry V,1989,"Action,Biography,Drama",7.5,28299
"Honey, I Shrunk the Kids",1989,"Adventure,Comedy,Family",6.4,143777
Indiana Jones and the Last Crusade,1989,"Action,Adventure",8.2,695583
K-9,1989,"Action,Comedy,Crime",6.0,31616
The Karate Kid Part III,1989,"Action,Drama,Family",5.3,54746
Kickboxer,1989,"Action,Sport,Thriller",6.5,50582
Lean on Me,1989,Drama,7.5,18332
Lethal Weapon 2,1989,"Action,Crime,Thriller",7.2,162836
Leviathan,1989,"Adventure,Horror,Mystery",5.8,18975
Licence to Kill,1989,"Action,Adventure,Thriller",6.6,95504
The Little Mermaid,1989,"Animation,Family,Fantasy",7.6,239058
Little Monsters,1989,"Adventure,Comedy,Family",6.1,11606
Lock Up,1989,"Action,Crime,Drama",6.4,38727
Look Who's Talking,1989,Comedy,5.9,77509
Kiki's Delivery Service,1989,"Adventure,Animation,Drama",7.8,125684
Major League,1989,"Comedy,Sport",7.2,62384
Meet the Feebles,1989,"Comedy,Music,Musical",6.7,18824
My Left Foot,1989,"Biography,Drama",7.9,68596
Mystery Train,1989,"Comedy,Crime,Drama",7.6,25798
National Lampoon's Christmas Vacation,1989,Comedy,7.6,161991
New York Stories,1989,"Comedy,Drama,Romance",6.4,17172
A Nightmare on Elm Street 5: The Dream Child,1989,"Fantasy,Horror",5.2,41280
Parenthood,1989,"Comedy,Drama",7.0,45536
Pet Sematary,1989,"Fantasy,Horror,Thriller",6.6,94789
Pink Cadillac,1989,"Action,Comedy,Crime",5.4,10856
Police Academy 6: City Under Siege,1989,"Comedy,Crime",4.5,28237
The Punisher,1989,"Action,Crime,Thriller",5.7,21792
Road House,1989,"Action,Thriller",6.6,63858
Roger & Me,1989,Documentary,7.4,25623
Santa Sangre,1989,"Drama,Horror,Thriller",7.6,19297
Say Anything,1989,"Comedy,Drama,Romance",7.3,83195
Sea of Love,1989,"Crime,Drama,Mystery",6.8,38200
"See No Evil, Hear No Evil",1989,"Comedy,Crime",6.9,48912
She-Devil,1989,Comedy,5.7,16279
Shocker,1989,"Comedy,Horror,Thriller",5.5,15034
The Seventh Continent,1989,Drama,7.7,13358
Society,1989,"Comedy,Horror",6.6,15294
Violent Cop,1989,"Action,Crime,Drama",7.2,10707
Star Trek V: The Final Frontier,1989,"Action,Adventure,Fantasy",5.5,56305
Steel Magnolias,1989,"Comedy,Drama,Romance",7.3,48087
Tango & Cash,1989,"Action,Comedy,Crime",6.4,96516
Three Fugitives,1989,"Action,Comedy",6.2,10763
Turner & Hooch,1989,"Comedy,Crime,Drama",6.2,65098
UHF,1989,"Comedy,Sci-Fi",7.0,25987
Uncle Buck,1989,Comedy,7.0,86312
Valmont,1989,"Drama,Romance",7.0,12672
Vampire's Kiss,1988,"Comedy,Horror",6.0,14723
The War of the Roses,1989,"Comedy,Romance",6.9,48314
Warlock,1989,"Action,Fantasy,Horror",6.3,15094
We're No Angels,1989,"Comedy,Crime",6.2,21787
Weekend at Bernie's,1989,"Adventure,Comedy,Crime",6.4,49219
When Harry Met Sally...,1989,"Comedy,Drama,Romance",7.6,197079
Who's Harry Crumb?,1989,"Comedy,Mystery",5.9,15292
The Wizard,1989,"Adventure,Comedy,Drama",6.1,14222
"Sex, Lies, and Videotape",1989,Drama,7.2,50684
Three Men and a Little Lady,1990,"Comedy,Drama,Family",5.5,22983
The Adventures of Ford Fairlane,1990,"Action,Adventure,Comedy",6.5,17193
Air America,1990,"Action,Comedy,War",5.8,27069
Alice,1990,"Comedy,Romance",6.6,13433
Another 48 Hrs.,1990,"Action,Comedy,Crime",5.9,38785
Arachnophobia,1990,"Comedy,Horror,Thriller",6.4,63630
Awakenings,1990,"Biography,Drama",7.8,126525
Back to the Future Part III,1990,"Adventure,Comedy,Sci-Fi",7.4,407881
Bird on a Wire,1990,"Action,Comedy",6.0,40789
Blue Steel,1990,"Action,Crime,Drama",5.8,12644
The Bonfire of the Vanities,1990,"Comedy,Drama,Romance",5.6,21790
Bride of Re-Animator,1990,"Comedy,Horror,Sci-Fi",6.3,14002
Cadillac Man,1990,"Comedy,Crime",5.7,13394
Child's Play 2,1990,"Horror,Thriller",5.9,45560
Cry-Baby,1990,"Comedy,Musical",6.5,55613
Cyrano de Bergerac,1990,"Comedy,Drama,History",7.5,22626
Dances with Wolves,1990,"Adventure,Drama,Western",8.0,241778
Darkman,1990,"Action,Sci-Fi,Thriller",6.4,58944
Days of Thunder,1990,"Action,Drama,Sport",6.1,79721
Death Warrant,1990,"Action,Crime,Mystery",5.7,17372
Dick Tracy,1990,"Action,Comedy,Crime",6.1,57956
Die Hard 2,1990,"Action,Thriller",7.2,339552
DuckTales the Movie: Treasure of the Lost Lamp,1990,"Adventure,Animation,Comedy",6.9,25116
Edward Scissorhands,1990,"Drama,Fantasy,Romance",7.9,449449
The Exorcist III,1990,"Drama,Horror,Mystery",6.4,26223
Operation Condor,1991,"Action,Adventure,Comedy",7.3,18876
Flatliners,1990,"Drama,Horror,Sci-Fi",6.6,80244
The Freshman,1990,"Comedy,Crime",6.4,18851
Ghost,1990,"Drama,Fantasy,Romance",7.1,198846
The Godfather: Part III,1990,"Crime,Drama",7.6,362341
Goodfellas,1990,"Biography,Crime,Drama",8.7,1028520
Graveyard Shift,1990,Horror,5.0,10097
Green Card,1990,"Comedy,Drama,Romance",6.3,22622
Gremlins 2: The New Batch,1990,"Comedy,Fantasy,Horror",6.4,93844
The Grifters,1990,"Crime,Drama,Thriller",6.9,25400
Hamlet,1990,Drama,6.7,21372
Hard to Kill,1990,"Action,Crime,Drama",5.8,27636
Hardware,1990,"Sci-Fi,Thriller",6.0,13151
Henry & June,1990,"Biography,Drama",6.3,12373
Henry: Portrait of a Serial Killer,1986,"Biography,Crime,Drama",7.0,32306
Europa Europa,1990,"Drama,History,War",7.6,15157
Home Alone,1990,"Comedy,Family",7.6,491319
The Hot Spot,1990,"Crime,Drama,Romance",6.4,10612
House Party,1990,"Comedy,Music,Romance",6.5,13227
The Hunt for Red October,1990,"Action,Adventure,Thriller",7.6,181506
Dark Angel,1990,"Action,Crime,Horror",6.2,10534
I Love You to Death,1990,"Comedy,Crime",6.4,13526
Internal Affairs,1990,"Crime,Drama,Thriller",6.5,17875
Jacob's Ladder,1990,"Drama,Horror,Mystery",7.5,99326
Joe Versus the Volcano,1990,"Comedy,Romance",5.8,34718
Kindergarten Cop,1990,"Action,Comedy,Crime",6.2,137313
King of New York,1990,"Crime,Thriller",7.0,32654
Leatherface: Texas Chainsaw Massacre III,1990,"Horror,Thriller",5.1,14295
Lionheart,1990,"Action,Crime,Drama",6.2,33163
Look Who's Talking Too,1990,"Comedy,Family,Romance",4.7,44704
Lord of the Flies,1990,"Adventure,Drama,Thriller",6.4,27932
When Love Calls,1989,"Drama,Family,Musical",7.3,10684
Marked for Death,1990,"Action,Adventure,Crime",6.0,19951
Memphis Belle,1990,"Action,Drama,War",6.9,26895
Men at Work,1990,"Action,Comedy,Crime",6.0,22835
Mermaids,1990,"Comedy,Drama,Romance",6.7,28858
Miller's Crossing,1990,"Crime,Drama,Thriller",7.7,126403
Misery,1990,"Drama,Thriller",7.8,186016
Mo' Better Blues,1990,"Drama,Music,Romance",6.6,11375
Mr. Destiny,1990,"Comedy,Fantasy,Romance",6.4,11614
My Blue Heaven,1990,"Comedy,Crime",6.3,18847
Navy Seals,1990,"Action,Adventure,Thriller",5.6,15798
Close-Up,1990,"Biography,Crime,Drama",8.3,16285
The NeverEnding Story II: The Next Chapter,1990,"Adventure,Drama,Family",5.2,24496
Night of the Living Dead,1990,Horror,6.9,38987
Nightbreed,1990,"Action,Fantasy,Horror",6.6,20109
Nikita,1990,"Action,Thriller",7.3,67655
Pacific Heights,1990,Thriller,6.4,18337
Paris Is Burning,1990,Documentary,8.2,12894
Postcards from the Edge,1990,"Comedy,Drama",6.7,15672
Predator 2,1990,"Action,Horror,Sci-Fi",6.3,147533
Presumed Innocent,1990,"Mystery,Thriller",6.9,37894
Pretty Woman,1990,"Comedy,Romance",7.0,292061
Problem Child,1990,"Comedy,Family",5.5,28789
Pump Up the Volume,1990,"Comedy,Drama,Music",7.2,26490
Quick Change,1990,"Comedy,Crime",6.8,19200
The Rescuers Down Under,1990,"Adventure,Animation,Crime",6.9,38820
Revenge,1990,"Action,Crime,Drama",6.3,16840
Reversal of Fortune,1990,"Biography,Drama,Mystery",7.2,14878
Robocop 2,1990,"Action,Crime,Sci-Fi",5.8,81544
Rocky V,1990,"Drama,Sport",5.3,127780
The Rookie,1990,"Action,Crime,Drama",5.9,25541
Rosencrantz & Guildenstern Are Dead,1990,"Comedy,Drama",7.4,20920
The Russia House,1990,"Drama,Romance,Thriller",6.1,14757
The Sheltering Sky,1990,"Adventure,Drama",6.8,11819
State of Grace,1990,"Action,Crime,Drama",7.2,20902
Tales from the Darkside,1990,"Comedy,Fantasy,Horror",6.3,15493
Teenage Mutant Ninja Turtles,1990,"Action,Adventure,Comedy",6.8,85756
Total Recall,1990,"Action,Sci-Fi,Thriller",7.5,303956
Tremors,1990,"Comedy,Horror",7.1,121112
The Two Jakes,1990,"Crime,Drama,Mystery",6.2,11402
White Hunter Black Heart,1990,"Adventure,Drama",6.6,11186
Wild Orchid,1989,"Drama,Romance",4.6,11376
Wild at Heart,1990,"Comedy,Crime,Drama",7.2,84360
The Witches,1990,"Adventure,Comedy,Family",6.9,44403
Young Guns II,1990,"Action,Western",6.5,31304
Dreams,1990,"Drama,Fantasy",7.8,24132
Tie Me Up! Tie Me Down!,1989,"Comedy,Crime,Drama",7.0,24885
Days of Being Wild,1990,"Crime,Drama,Romance",7.6,18415
The Addams Family,1991,"Comedy,Fantasy",6.9,137848
The Lover,1992,"Biography,Drama,Romance",6.9,19407
The Lovers on the Bridge,1991,"Drama,Romance",7.6,12592
An American Tail: Fievel Goes West,1991,"Adventure,Animation,Family",6.5,23775
Backdraft,1991,"Action,Crime,Drama",6.7,72227
Barton Fink,1991,"Comedy,Drama,Thriller",7.7,113752
Beauty and the Beast,1991,"Animation,Family,Fantasy",8.0,418684
Bill and Ted's Bogus Journey,1991,"Adventure,Comedy,Fantasy",6.3,69756
Billy Bathgate,1991,"Crime,Drama,Thriller",5.9,11264
Boyz n the Hood,1991,"Crime,Drama",7.8,127024
Bugsy,1991,"Biography,Crime,Drama",6.8,26426
Cape Fear,1991,"Crime,Thriller",7.3,175421
Career Opportunities,1991,"Comedy,Romance",5.9,11188
City Slickers,1991,"Comedy,Western",6.8,48761
The Commitments,1991,"Comedy,Drama,Music",7.6,32925
Critters 3,1991,"Comedy,Horror,Sci-Fi",4.5,11043
Curly Sue,1991,"Comedy,Drama,Family",5.9,20496
Raise the Red Lantern,1991,"Drama,History,Romance",8.1,29829
Thalapathi,1991,"Action,Crime,Drama",8.5,10218
Dead Again,1991,"Crime,Drama,Mystery",6.9,26109
Defending Your Life,1991,"Comedy,Drama,Fantasy",7.2,17149
Delicatessen,1991,"Comedy,Crime",7.6,80842
Doc Hollywood,1991,"Comedy,Drama,Romance",6.2,33364
Don't Tell Mom the Babysitter's Dead,1991,Comedy,6.3,28257
The Doors,1991,"Biography,Drama,Music",7.2,84211
Double Impact,1991,"Action,Crime",5.6,38192
The Double Life of Véronique,1991,"Drama,Fantasy,Music",7.8,42902
Drop Dead Fred,1991,"Comedy,Drama,Fantasy",6.0,27071
Dutch,1991,"Comedy,Drama",6.5,11647
Dying Young,1991,"Drama,Romance",6.1,15091
Ernest Scared Stupid,1991,"Comedy,Family,Fantasy",5.8,10741
Europa,1991,"Drama,Thriller",7.6,19914
Father of the Bride,1991,"Comedy,Family,Romance",6.5,69237
The Fisher King,1991,"Comedy,Drama,Fantasy",7.5,79795
Frankie and Johnny,1991,"Comedy,Drama,Romance",6.8,29333
Freddy's Dead: The Final Nightmare,1991,"Fantasy,Horror",4.9,41922
Fried Green Tomatoes,1991,Drama,7.7,67312
Grand Canyon,1991,"Crime,Drama",6.9,14747
The Hard Way,1991,"Action,Comedy,Crime",6.4,18620
Harley Davidson and the Marlboro Man,1991,"Action,Crime,Drama",6.2,18703
Hearts of Darkness: A Filmmaker's Apocalypse,1991,Documentary,8.1,19239
Highlander II: The Quickening,1991,"Action,Adventure,Fantasy",4.3,43718
Hook,1991,"Adventure,Comedy,Family",6.8,236290
Hot Shots!,1991,"Action,Comedy",6.8,99795
Hudson Hawk,1991,"Action,Adventure,Comedy",5.8,52720
JFK,1991,"Drama,History,Thriller",8.0,142889
Johnny Stecchino,1991,"Comedy,Crime,Romance",7.2,10084
Jungle Fever,1991,"Drama,Romance",6.6,17184
King Ralph,1991,"Comedy,Romance",5.4,15205
L.A. Story,1991,"Comedy,Drama,Fantasy",6.7,29646
The Last Boy Scout,1991,"Action,Comedy,Crime",7.0,93258
Riki-Oh: The Story of Ricky,1991,"Action,Comedy,Thriller",7.1,12697
Little Man Tate,1991,Drama,6.6,13935
Love Potion No. 9,1992,"Comedy,Fantasy,Romance",5.7,13211
The Man in the Moon,1991,"Drama,Romance",7.4,15493
Mediterraneo,1991,"Comedy,Drama,War",7.5,13988
My Girl,1991,"Comedy,Drama,Family",6.9,72931
My Own Private Idaho,1991,Drama,7.1,51299
The Naked Gun 2½: The Smell of Fear,1991,"Comedy,Crime",6.9,105873
Naked Lunch,1991,Drama,7.1,47378
Necessary Roughness,1991,"Comedy,Sport",6.2,10405
New Jack City,1991,"Action,Crime,Drama",6.7,31837
Night on Earth,1991,"Comedy,Drama",7.8,55720
Not Without My Daughter,1991,"Drama,Thriller",6.4,12411
Nothing But Trouble,1991,Comedy,5.2,22720
Only Yesterday,1991,"Animation,Drama,Romance",7.6,27479
One False Move,1992,"Crime,Drama,Thriller",7.1,10015
Only the Lonely,1991,"Comedy,Romance",6.4,10242
Oscar,1991,"Comedy,Crime",6.6,29941
Out for Justice,1991,"Action,Crime,Drama",6.1,21597
Point Break,1991,"Action,Crime,Thriller",7.3,160152
The Prince of Tides,1991,"Drama,Romance",6.8,16414
Problem Child 2,1991,"Comedy,Family",4.9,20908
Quigley Down Under,1990,"Action,Adventure,Drama",6.9,20138
Regarding Henry,1991,"Drama,Romance",6.7,29685
Return to the Blue Lagoon,1991,"Adventure,Drama,Romance",5.2,18337
Ricochet,1991,"Action,Crime,Drama",6.2,16312
Robin Hood: Prince of Thieves,1991,"Action,Adventure,Drama",6.9,179180
The Rocketeer,1991,"Action,Adventure,Family",6.5,53338
Showdown in Little Tokyo,1991,"Action,Comedy,Crime",6.2,16652
The Silence of the Lambs,1991,"Crime,Drama,Thriller",8.6,1280768
Slacker,1990,"Comedy,Drama",7.1,19893
Sleeping with the Enemy,1991,"Drama,Thriller",6.3,50515
Soapdish,1991,"Comedy,Romance",6.6,14620
Star Trek VI: The Undiscovered Country,1991,"Action,Adventure,Sci-Fi",7.2,70822
High Heels,1991,"Comedy,Drama,Romance",7.1,14086
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,"Action,Adventure,Comedy",6.1,51819
Terminator 2: Judgment Day,1991,"Action,Sci-Fi",8.5,1000484
Thelma & Louise,1991,"Adventure,Crime,Drama",7.5,137580
Toy Soldiers,1991,"Action,Drama,Thriller",6.6,19650
What About Bob?,1991,Comedy,7.0,62783
White Fang,1991,"Adventure,Drama",6.7,19725
Once Upon a Time in China,1991,"Action,Adventure,History",7.3,17322
1492: Conquest of Paradise,1992,"Adventure,Biography,Drama",6.5,28295
3 Ninjas,1992,"Action,Comedy,Family",5.3,20454
Aladdin,1992,"Adventure,Animation,Comedy",8.0,375614
Alien³,1992,"Action,Horror,Sci-Fi",6.5,279240
Bad Lieutenant,1992,"Crime,Drama,Thriller",7.1,39192
Baraka,1992,Documentary,8.6,36555
Basic Instinct,1992,"Drama,Mystery,Thriller",7.0,179719
Batman Returns,1992,"Action,Crime,Fantasy",7.0,275875
Beethoven,1992,"Comedy,Drama,Family",5.7,66329
Benny's Video,1992,"Crime,Drama",7.2,14388
Bob Roberts,1992,"Comedy,Drama",7.0,13114
The Bodyguard,1992,"Action,Drama,Music",6.3,120516
Boomerang,1992,"Comedy,Drama,Romance",5.6,26318
Dead Alive,1992,"Comedy,Fantasy,Horror",7.5,91632
Bram Stoker's Dracula,1992,Horror,7.4,193904
